no;y;X1;X2
119;3.685294449;-1.362116231;1.616946516
120;10.66842074;0.137256219;8.966887459
121;14.32150691;-1.493625067;11.86650195
122;0.010818686;-1.470435741;0.942098892
123;5.749551551;0.124702386;4.264945568
124;3.418556354;-0.996639135;2.459499526
125;2.929070468;-0.001822614;2.489383192
126;14.20153783;-0.428258881;10.43739001
127;5.665090218;-0.613671606;3.137454127
128;4.329502104;-2.024677845;3.121392682
129;2.623130026;-1.22474795;1.75057125
130;9.472285932;0.179516441;7.445233097
131;3.75002338;0.567620594;3.761379619
132;2.544671195;-0.492877354;3.771973261
133;-0.008853736;6.29E-05;0.548061975
134;-0.082191118;1.122889643;1.526092322
135;-3.027246651;1.439855743;0.299021466
136;2.953561734;-1.097113768;1.443226256
137;8.924524988;-0.11731956;5.841753574
138;3.682699983;1.201498401;5.570357329
139;4.134392092;-0.469729581;3.131403673
140;1.601152557;-0.052469485;1.790714002
141;-0.574270107;-0.086107298;0.219077733
142;4.296105311;-0.887679018;2.610320396
143;7.527897594;-0.444684005;4.228679258
144;2.583495316;-0.029444879;1.339873418
145;-0.23701552;-0.413868849;0.408203848
146;2.611582084;1.113386023;2.065198121
147;6.566120089;-0.480992842;5.218632015
148;11.43429583;-0.433169033;7.289955905
149;0.293818985;0.696862577;0.476173867
150;2.026786416;-1.056368413;0.656278258
151;3.949457429;-0.040698475;4.295820389
152;15.54780365;-1.551544822;8.273635419
153;5.845515685;1.167169549;5.004430333
154;22.69072287;-0.273645701;14.6630355
155;1.311517809;-0.467845325;1.368539762
156;16.34783945;-1.238252328;10.32530791
157;0.662148073;-0.007762034;0.846680483
158;4.713708747;-0.800282178;0.933544431
159;5.91107273;-0.53349233;2.687417065
160;10.79743558;1.287675246;7.06358999
161;9.958721977;-0.17552587;5.11964874
162;11.43475376;-1.071782384;6.781581356
163;3.832815533;0.163206882;3.085839625
164;5.093982707;-0.362738416;2.103325494
165;3.794204568;0.590013548;3.761888466
166;6.389639995;1.432421928;4.759708578
167;6.882822094;-0.992692511;3.790767778
168;5.701912867;0.454650298;5.444205183
169;7.223722862;0.084898059;4.250536078
170;4.71851304;0.895565582;4.120883207
171;9.926197456;-0.229778139;5.609403364
172;11.79955257;0.836619068;6.980944378
173;2.416918921;-1.745055861;1.241455764
174;3.45742036;1.689458921;2.43294173
175;7.068290677;0.864777979;3.490871416
176;4.125423472;-0.150775989;1.192330044
177;9.624421836;-1.44900713;4.53589645
178;4.125985758;0.6430087;2.579092093
179;9.87026188;0.483193864;5.349559317
180;2.96882713;-0.006355626;1.499089978
181;2.958475067;0.151455893;1.682865448
182;1.989081022;-0.58410897;0.666643002
183;1.735517502;0.368806733;0.794016532
184;17.40714396;0.29465434;9.93664921
185;3.489511841;-0.279259373;2.993986417
186;9.883816342;-1.336236655;4.596594103
187;10.4709047;0.700748818;5.55889162
188;4.41847604;0.554196622;3.413678037
189;5.280897524;-0.836306593;1.26265007
190;2.023819055;-1.594588162;0.75482316
191;2.718380985;0.204958581;1.84705665
192;5.16014034;-0.345087978;2.073757544
193;5.267766398;0.252611703;2.26371369
194;20.46186551;-1.294002465;11.00458619
195;18.43307242;-0.959170444;10.0836554
196;13.5658341;1.085774854;8.280125849
197;1.339660711;0.403774905;0.586469234
198;4.844352751;0.586487537;2.238525608
199;4.303228087;1.815228446;1.280711608
200;32.9161623;0.128821429;16.12301751
